site_id,framework,sampling_strategy,spatial_extent,year,longitude,latitude,x_l93,y_l93,CLC_niveau1,CLC_niveau2,CLC_niveau3,RSr,Shannon,Pielou,ab,strict_total,below_rarefaction_n
RMQS_2024_PLASSAC-ROUFFIAC_1491,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,0.0710220240044624,45.5173490694814,471382.030949999,6495115.491176,2,21,211,4,1.08939004460114,0.785828807469935,1179,1179,FALSE
RMQS_2024_PONT-SUR-YONNE_633,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,3.18548869500691,48.2742531650272,713762.06205,6797118.207526,3,31,313,8.99999999806722,1.89115524482981,0.860701843826709,3185,3067,FALSE
RMQS_2024_PORTA_2312,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,1.73446702957153,42.5280876159668,595878.318074776,6159534.0017016,3,33,333,8.99999992172999,2.00025472804434,0.910355161959084,3774,3774,FALSE
RMQS_2024_PUIMOISSON_1992,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,6.10461897406734,43.8921670756657,949416.497673999,6315255.07233268,2,21,211,3,1.01140426470735,0.920619835714305,708,708,FALSE
RMQS_2024_QUINTILLAN_2260,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,2.7153799533844,42.949275970459,676750.791833173,6205585.37797306,3,31,311,3,0.627933912400359,0.571570078796067,1769,1769,FALSE
RMQS_2024_SAINT-FRONT_1677,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,4.14437731617619,44.9465981199809,790259.015090195,6428141.92546336,2,23,231,8.9962819345114,1.5474251261551,0.704395991734659,10850,10850,FALSE
RMQS_2024_SAINT-LAURENT-DES-BATONS_1660,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,0.70364058861398,44.9526610124959,518920.937382,6430794.47614601,2,21,211,7.99999999999977,1.5870478615116,0.763208693152082,2241,2241,FALSE
RMQS_2024_SAINT-MARTIN-DE-LANSUSCLE_1887,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,3.7226445983764,44.2375443985216,757718.230201133,6348989.62073102,3,32,322,6,1.5857708352081,0.885035554404686,1652,1534,FALSE
RMQS_2024_SAINT-MAURICE-DES-LIONS_1372,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,0.672536029377586,45.9598382118547,519765.34065,6542670.327526,2,23,231,7.99975848603484,1.44357627779043,0.694223524564735,6249,6249,FALSE
RMQS_2024_SAINT-PIERRE-DE-MAILLE_1166,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,0.860928957263222,46.6834260740623,536527.008428,6622585.198866,2,21,211,4.99999999999867,1.41743607955505,0.880702553732917,2476,2476,FALSE
RMQS_2024_SAINTE-MARGUERITE-D'ELLE_223,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,-0.971023266931689,49.2362523222868,410876.4609,6911334.819676,2,23,231,2,0.644192250360123,0.929372964973651,3419,3419,FALSE
RMQS_2024_SAIZERAIS_408,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,6.02441183229234,48.7932010535351,922128.101583,6859045.325046,2,21,211,7,1.83437197028162,0.94268071481726,1180,1180,FALSE
RMQS_2024_SAVIGNY-SUR-BRAYE_792,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,0.826715632239393,47.8334896790882,537428.6405,6750359.02052601,3,31,311,8.97183344166636,1.66781423338761,0.760139371525916,14150,14150,FALSE
RMQS_2024_SOUVIGNE_1243,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,-0.172179021232904,46.3766366548151,456241.580383999,6591196.885106,2,23,231,5,1.56138324233492,0.970141954698645,3183,3183,FALSE
RMQS_2024_SUIPPES_291,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,4.51525817503008,49.1161109411299,810619.56595,6891761.491776,2,21,211,5.99999999998885,1.29985103995227,0.725460678331804,2595,2595,FALSE
RMQS_2024_TRIZAC_1587,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,2.52555216920108,45.2538548457955,662783.432500168,6461724.24323297,2,23,231,7.99999999999728,1.95134960625207,0.938400799993649,2714,2478,FALSE
RMQS_2024_VITRY-EN-MONTAGNE_812,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,5.10079251722604,47.8106367801133,857217.49455,6747673.96797601,2,21,211,8.99999999531801,1.65164824716877,0.751697511759211,3185,3185,FALSE
RMQS_2024_VONNAS_1310,RMQS_Biodiversite,Systematique_stratifie,Nationale,2024,5.02443580687463,46.228868438387,856008.34915,6571889.87917601,2,21,211,3.99995169529992,0.668413820514934,0.48216285226257,6249,6249,FALSE
35,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,1.87296682604827,50.4300584069155,619807.4,7037520.49,2,23,231,2,0.693147180559945,1,236,236,TRUE
69,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,3.66325634540751,50.1365687339734,747468.76,7004460.29,2,24,,4,1.08939004460114,0.785828807469935,1179,1179,FALSE
83,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,2.99108784915001,49.9983835532525,699360.42,6988875.08,2,24,,7,1.81951134896986,0.935043866158558,1888,1888,FALSE
165,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,3.42743370535925,49.5641987393674,730936.2,6940632.64,3,31,,8.92849679619242,0.912736343492166,0.416917737568281,16036,16036,FALSE
227,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,-0.0933946739541355,49.2570730241652,474828.5,6910790.47,2,23,231,9.99999999808228,2.03441505340754,0.883535231669388,3066,3066,FALSE
231,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,0.784921412657596,49.2716407659471,538787.42,6910261.14,2,24,,4,1.38629436111989,1,472,472,TRUE
395,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,3.19445684902454,48.8472598800423,714270.57,6860819.29,3,31,,12.9711487982499,1.78094250334377,0.694940236976273,12265,12265,FALSE
581,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,4.69938355952997,48.3952244625233,825784.31,6811901.29,3,31,,7,1.79865220625213,0.924324387292664,1416,1298,FALSE
605,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,-2.84157262078275,48.1609484213974,266057.17,6800568.23,2,24,,14.9966349261816,2.09328041718075,0.773048394786785,7901,7901,FALSE
665,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,-2.39932999343919,48.0354939941889,297903.4,6784320.63,2,24,,5.99974910587636,1.2638215212568,0.705368683160514,7546,7428,FALSE
684,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,1.67835846559393,48.1293129607976,601677.63,6781816.68,2,24,,5.99999999998885,1.54050943512792,0.859774686048244,2595,2595,FALSE
778,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,-2.16062444302297,47.7566559738226,313630.8,6752214.93,2,23,231,3.99999999999999,1.04219698627072,0.751786211861101,2358,2122,FALSE
797,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,1.89567645472476,47.842558300406,617398.03,6749706.9,,,,7.99999999997213,1.61593680449201,0.777101338078162,2595,2595,FALSE
1010,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,4.64856600262129,47.2445916794007,824692.49,6684000.33,2,24,,4.99999999737445,1.33261768475335,0.828001922219355,3302,3302,FALSE
1096,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,4.00566175415003,46.9677465881589,776460.27,6652435.42,3,31,,13.6198379935007,1.96385495020898,0.751994769716748,25115,25115,FALSE
1150,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,6.09613174702238,46.7741853116964,936187.07,6635081.7,2,23,231,4.99949773620597,0.623302770041435,0.387303960551208,7429,7429,FALSE
1158,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,-0.812807198893418,46.6485257123228,408506.54,6623533.78,2,23,231,4,1.17129084612702,0.844907747573043,1769,1769,FALSE
1544,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,2.32377723578518,45.3964516831683,647091.78,6477675.3,3,31,,8.96079572647866,1.4777702653064,0.673901169147105,15447,15211,FALSE
1606,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,6.39565347796348,45.178425618188,966641,6458969.46,3,,,2,0.636514168294813,0.918295834054489,354,354,TRUE
1716,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,3.53702552568002,44.8142359541788,742457.27,6412930.93,3,,,7,1.63190496092683,0.83863325432527,1533,1533,FALSE
1961,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,-0.0646614475812049,43.9309516487008,453959.18,6319436.09,2,22,,7.99755418865676,1.66640444743376,0.801488999740265,8607,8607,FALSE
2035,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,5.50042109504388,43.7675277909496,901333.61,6299688.82,,,,5,1.47080847632211,0.913864688385321,1180,1180,FALSE
2043,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,7.08532222770996,43.7096480488876,1029190.52,6298586.32,3,31,,8.99964349520703,1.47536429183365,0.671479331689049,6840,6840,FALSE
2271,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,0.373079227819483,42.7891597901176,484866.66,6191316.64,2,23,231,4,1.21488965394912,0.876357639489853,1062,1062,FALSE
2284,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,2.90989261617502,42.8057152307726,692621.34,6189583.16,2,24,,1,0,,118,118,TRUE
2304,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,2.90847522364071,42.6620252526446,692486.75,6173602.3,,,,5.99844406604963,0.872635739446914,0.487097786364396,9434,9434,FALSE
2322,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,8.91207637271227,42.3159055199833,1187748.12,6153361.63,3,31,,4,0.895671090744173,0.646090120442114,1651,1651,FALSE
2341,RMQS_Biodiversite,Systematique_stratifie,Nationale,2021,9.07177012068534,42.0175796641402,1203447.54,6121260.85,3,,,1,0,,943,943,FALSE
312,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-3.13081814774126,48.8687423766164,250715.48,6880640.95,2,23,231,6.68614891408357,1.32228474176898,0.69592539718895,41858,41858,FALSE
362,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-4.41519071007624,48.6583547811806,154652.16,6865423.37,2,24,,2.99999998880461,0.467835928096192,0.425842614825041,3538,3538,FALSE
363,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-4.19884770928477,48.6704984340169,170641.18,6865295.43,2,24,,8.97082514791596,1.40223987076863,0.639131334528973,14266,14266,FALSE
364,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-3.9824053242029,48.6822463371782,186630.21,6865167.17,2,24,,9.90295774037393,1.59072988325684,0.6937834348523,24052,24052,FALSE
365,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-3.76586698201506,48.6935987642495,202619.24,6865038.65,2,23,231,8.59775998118229,1.22637675773105,0.570009661891185,34902,34902,FALSE
366,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-3.5492355344941,48.7045557596518,218608.3,6864909.9,2,23,231,9.99082936681931,1.05673220766693,0.459115905169532,10495,10495,FALSE
368,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-3.11570959555452,48.7252843150254,250586.28,6864651.93,2,23,231,7.99997779810661,1.4379886610871,0.691527292986563,5307,5307,FALSE
418,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-5.04324580144651,48.476359270718,106558.34,6849816.96,2,23,231,7.99999894773025,1.79885056919711,0.865064319879402,4600,4600,FALSE
420,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-4.61226392199721,48.5025497833793,138535.63,6849562.25,2,23,231,4.99999790222049,0.820927351484386,0.510070975180493,4599,4599,FALSE
421,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-4.39661313455482,48.5150553664537,154524.37,6849434.57,2,23,231,11.9999849478978,2.04665450682343,0.823634779245437,4954,4954,FALSE
422,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-4.18086038393732,48.527166959649,170513.14,6849306.62,2,24,,11.986063473725,1.44410063458407,0.581420745085675,10731,10731,FALSE
423,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-3.9650089388238,48.5388839321289,186501.93,6849178.36,2,23,231,6.99997779806548,0.847780577289285,0.435673743482767,5307,5307,FALSE
424,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-3.74906256880822,48.5502062664448,202490.7,6849049.82,2,23,231,8.99999999968259,1.79105907358246,0.815146113003424,2830,2830,FALSE
425,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-3.53302375403256,48.5611344803071,218479.51,6848921.08,2,24,,3.99996793978889,0.906998666079782,0.654265021562066,6014,6014,FALSE
426,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-3.31689653694794,48.5716685599883,234468.3,6848792.17,3,31,,6.99999999999443,1.79443736897947,0.922158389405264,2595,2595,FALSE
427,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-3.10068450709985,48.5818080786968,250457.04,6848663.07,3,31,,9.999999293469,2.0828785567175,0.904582691413462,12027,12027,FALSE
428,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-2.8843896970603,48.5915519769175,266445.81,6848533.68,2,23,231,10.9996439887744,2.01625352261599,0.840854377542007,6839,6839,FALSE
430,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-2.45156381047875,48.6098529153399,298423.51,6848274.12,2,24,,9.99705138581059,1.15864257448054,0.503256531462385,8491,8491,FALSE
431,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-2.2350409361558,48.6184104656144,314412.32,6848144.06,2,24,,3.99999750126796,1.02565894438901,0.739856869746346,14150,14150,FALSE
480,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-4.59320185849993,48.3592660584759,138408.07,6833573.67,2,23,231,8.94332675322265,1.37780032754232,0.628871935256028,32779,32779,FALSE
481,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-4.37813728803268,48.3717384722921,154396.56,6833445.96,2,23,231,7.99999999945219,1.83523509387652,0.882561522962746,2948,2948,FALSE
482,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-4.16297186693519,48.383817996376,170385.06,6833317.99,2,23,231,13.9978749098345,2.38969193413396,0.905561760602875,8136,8136,FALSE
483,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-3.94770844577397,48.3955041162366,186373.59,6833189.73,2,23,231,5,1.41274463686385,0.877787596495242,1534,1534,FALSE
484,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-3.73235062990154,48.4067968230434,202362.12,6833061.21,2,23,231,4,0.983495847615648,0.709442291044992,1415,1415,FALSE
485,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-3.51690136714758,48.4176962462454,218350.67,6832932.47,2,24,,10.9017105739724,1.84706592925367,0.773180413422371,17569,17569,FALSE
486,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-3.30136398987333,48.4282023211439,234339.23,6832803.53,2,23,231,9.88386204693853,1.66504030016582,0.726805133052227,16979,16979,FALSE
488,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-2.87003876036155,48.4480327459258,266316.29,6832544.97,2,24,,5.99999999980955,1.31052670334667,0.731418879529908,2830,2830,FALSE
489,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-2.65425604838017,48.4573563688056,282304.88,6832415.31,2,24,,3,1.09861228866811,1,354,354,TRUE
491,RMQS_BioDiv_Bretagne,Systematique_simple,Regionale,,-2.22246705995433,48.4748211884617,314282.15,6832155.43,2,24,,8.99925599811956,1.69734528522285,0.772524195993696,7783,7783,FALSE
