"framework","RSr","ab"
"TIGA_rural",6.99634140115046,9669
"TIGA_rural",5,1887
"TIGA_rural",5.99991533154381,6840
"TIGA_rural",8.90985426686806,19457
"TIGA_rural",6,3303
"TIGA_rural",9.99930237396408,6958
"TIGA_rural",5.99999999998013,2712
"TIGA_rural",3,1062
"TIGA_rural",8.99999859101234,4363
"TIGA_rural",7.99999999974607,2830
"TIGA_rural",10.9999224298182,5898
"TIGA_rural",5.99999999999449,2594
"TIGA_rural",8,2006
"TIGA_rural",8.99999442719335,5190
"TIGA_rural",2,472
"TIGA_rural",4,826
"TIGA_rural",5,708
"TIGA_rural",7.99999569281001,4835
"TIGA_rural",6.99979907095904,6721
"TIGA_rural",6,2831
"TIGA_rural",7.99999619371885,19338
"TIGA_rural",6,1180
"TIGA_rural",7.99999905728444,4364
"TIGA_rural",8.99999999996656,2595
"TIGA_rural",5.99999936856056,8254
"TIGA_rural",6.99994838415953,5897
"TIGA_rural",7.9999805540727,5425
"TIGA_rural",9.8392200025434,23347
"TIGA_rural",7.9999939791578,4954
"TIGA_rural",8.99493576280477,9551
"TIGA_rural",3.99999999999973,2358
"TIGA_rural",3,1415
"TIGA_rural",4.99999906067499,4363
"TIGA_rural",10.9999913856298,4835
"TIGA_rural",3.9999412676095,6368
"TIGA_rural",2.99999999999866,2477
"TIGA_rural",8.99998765022034,5071
"TIGA_rural",5,1887
"TIGA_rural",6.98337820585461,12617
"TIGA_rural",9.77729563230288,19220
"TIGA_rural",7.90673615810886,24290
"TIGA_rural",8.99144835956584,10377
"TIGA_rural",8.99999923865014,4127
"TIGA_rural",7.99999999997771,2713
"TIGA_rural",7.9993023573875,6958
"TIGA_rural",8,1887
"TIGA_rural",8.99752435353601,10142
"TIGA_rural",7.99993849615077,5896
"TIGA_rural",8.99999980432499,3774
"TIGA_rural",7.99999993579629,3656
"TIGA_rural",5.99990197915175,11792
"TIGA_rural",6.99999999999991,2241
"TIGA_rural",4,1415
"TIGA_rural",8.95866193052978,13207
"TIGA_rural",5.99999570524423,4834
"TIGA_rural",4.99999999767578,3538
"TIGA_rural",2.99999999998898,2594
"TIGA_rural",3.99999986311359,3891
"TIGA_rural",9.99969858096527,6721
"TIGA_rural",9.99918651332804,7075
"TIGA_rural",3,708
"TIGA_rural",4,1298
"TIGA_rural",6.99999999980776,2831
"TIGA_rural",7.99999716031061,4481
"TIGA_rural",8.9999876502327,5071
"TIGA_rural",14.9777294929052,10849
"TIGA_rural",6.99999848706776,4716
"TIGA_rural",10.9996607443014,6251
"TIGA_rural",7.96974219494649,14387
"TIGA_rural",3,1062
"TIGA_rural",3,1415
"TIGA_rural",6.99979907095964,6721
"TIGA_rural",12.9999892008895,4836
"TIGA_rural",9.99428837333562,9434
"TIGA_rural",5.99999999999973,2359
"TIGA_rural",8.9983614478398,7665
"TIGA_rural",4,1180
"TIGA_rural",5.99787491004591,8136
"TIGA_rural",3,1533
"TIGA_rural",9.99999988259499,3774
"TIGA_rural",9.68329453060522,105531
"TIGA_rural",6.99999998880461,3538
"TIGA_rural",8.99867448487657,8372
"TIGA_rural",8.99988114026077,6133
"TIGA_rural",5.99999999999999,2123
"TIGA_rural",8.99435146399666,11674
"TIGA_rural",4,1416
"TIGA_rural",5.90498531067959,34548
"TIGA_rural",7.99494890415242,11438
"TIGA_rural",3,3773
"TIGA_rural",8.99999999999436,2596
"TIGA_rural",9.99999352053106,4836
"TIGA_rural",2,354
"TIGA_rural",3.99999999999869,2475
"TIGA_rural",8,1534
"TIGA_rural",5,1180
"TIGA_rural",7.99999995719753,3656
"TIGA_rural",7.99995899787538,5778
"TIGA_rural",9.99378514423564,9434
"TIGA_rural",4.99999999994038,2712
"TIGA_rural",7.99999998424667,3302
"TIGA_rural",4,1298
"TIGA_rural",9.99994838468966,5897
"TIGA_rural",8.99999999535156,3302
"TIGA_rural",17.8781273714606,14858
"TIGA_rural",7.99979906246794,6721
"TIGA_rural",8.2181810790361,53532
"TIGA_rural",9.99951127780404,7076
"TIGA_rural",8.36687809954943,48225
"TIGA_rural",7.98826369984588,11793
"TIGA_rural",5.99999999999991,2359
"TIGA_rural",9.99997118390514,5071
"TIGA_rural",7,944
"TIGA_rural",6.99999999999463,2595
"TIGA_rural",3,944
"TIGA_rural",8.99999999926332,2949
"TIGA_rural",8.99999999974368,2831
"TIGA_rural",2,944
"TIGA_rural",6.99999999999999,2123
"TIGA_rural",9.99966087482949,6605
"TIGA_rural",11.9811475273754,11321
"TIGA_rural",8.99999999995984,2713
"TIGA_rural",10.9999999998394,2713
"TIGA_rural",6,1534
"TIGA_rural",8.99999930084293,4010
"TIGA_rural",10.9893894714263,11674
"TIGA_rural",10.9999976347101,4365
"TIGA_rural",6.99999999535156,3184
"TIGA_rural",8.99995899688193,6014
"TIGA_rural",10.9876218651306,10260
"TIGA_rural",3.99999999999945,2359
"TIGA_rural",5.99999999999899,6840
"TIGA_rural",6,1062
"TIGA_rural",4,1298
"TIGA_rural",5.99999999904114,3066
"TIGA_rural",7.99999999993976,3185
"TIGA_rural",6.9881568206013,10966
"TIGA_rural",5,2594
"TIGA_rural",8,1298
"TIGA_rural",3,472
"TIGA_rural",10.9992440842626,7311
"TIGA_rural",6.99999999999998,2123
"TIGA_rural",11.999995013614,4482
"TIGA_rural",6.9999985859273,4364
"TIGA_rural",6.99999999987184,2831
"TIGA_rural",3.99999999999999,2123
"TIGA_rural",3.99999999998898,2594
"TIGA_rural",5,708
"TIGA_rural",16.5095393422841,28416
"TIGA_rural",14.9999320929986,5424
"TIGA_rural",8.99974642101629,7428
"TIGA_rural",4,1062
"TIGA_rural",5,1888
"TIGA_rural",6.99984179842982,6486
"TIGA_rural",10.9999711838804,5071
"TIGA_rural",3,1886
"TIGA_rural",7,1888
"TIGA_rural",8.99999928765886,4600
"TIGA_rural",6.99999999999863,2359
